praxis | 2026-08-10T10:36:52-0600 | tool=unknown
praxis | 2026-08-15T17:49:35-0600 | tool=unknown
praxis | 2026-08-15T17:49:42-0600 | tool=unknown
praxis | 2026-08-15T17:49:58-0600 | tool=unknown
praxis | 2026-08-15T17:50:11-0600 | tool=unknown
praxis | 2026-08-15T17:50:19-0600 | tool=unknown
praxis | 2026-08-15T17:50:32-0600 | tool=unknown
praxis | 2026-08-15T17:50:37-0600 | tool=unknown
praxis | 2026-08-15T17:50:37-0600 | tool=unknown
praxis | 2026-08-15T17:50:42-0600 | tool=unknown
praxis | 2026-08-15T17:50:48-0600 | tool=unknown
praxis | 2026-08-15T17:50:55-0600 | tool=unknown
praxis | 2026-08-17T12:30:38-0600 | tool=unknown
praxis | 2026-08-17T12:33:52-0600 | tool=unknown
praxis | 2026-08-17T12:34:04-0600 | tool=unknown
praxis | 2026-08-17T12:34:04-0600 | tool=unknown
praxis | 2026-08-17T12:34:10-0600 | tool=unknown
praxis | 2026-08-17T12:34:11-0600 | tool=unknown
praxis | 2026-08-17T12:34:11-0600 | tool=unknown
praxis | 2026-08-17T12:34:39-0600 | tool=unknown
praxis | 2026-08-17T12:34:39-0600 | tool=unknown
praxis | 2026-08-17T12:34:39-0600 | tool=unknown
praxis | 2026-08-17T12:34:39-0600 | tool=unknown
praxis | 2026-08-17T12:34:39-0600 | tool=unknown
praxis | 2026-08-17T12:34:39-0600 | tool=unknown
praxis | 2026-08-17T12:34:39-0600 | tool=unknown
praxis | 2026-08-17T12:34:39-0600 | tool=unknown
praxis | 2026-08-17T12:34:43-0600 | tool=unknown
praxis | 2026-08-17T12:34:44-0600 | tool=unknown
praxis | 2026-08-17T12:34:45-0600 | tool=unknown
praxis | 2026-08-17T12:34:45-0600 | tool=unknown
praxis | 2026-08-17T12:34:45-0600 | tool=unknown
praxis | 2026-08-17T12:34:47-0600 | tool=unknown
praxis | 2026-08-17T12:34:47-0600 | tool=unknown
praxis | 2026-08-17T12:34:57-0600 | tool=unknown
praxis | 2026-08-17T12:34:57-0600 | tool=unknown
praxis | 2026-08-17T12:34:57-0600 | tool=unknown
praxis | 2026-08-17T12:34:57-0600 | tool=unknown
praxis | 2026-08-17T12:34:57-0600 | tool=unknown
praxis | 2026-08-17T12:35:02-0600 | tool=unknown
praxis | 2026-08-17T12:35:02-0600 | tool=unknown
praxis | 2026-08-17T12:35:02-0600 | tool=unknown
praxis | 2026-08-17T12:35:03-0600 | tool=unknown
praxis | 2026-08-17T12:35:04-0600 | tool=unknown
praxis | 2026-08-17T12:35:04-0600 | tool=unknown
praxis | 2026-08-17T12:35:04-0600 | tool=unknown
praxis | 2026-08-17T12:35:11-0600 | tool=unknown
praxis | 2026-08-17T12:35:12-0600 | tool=unknown
praxis | 2026-08-17T12:36:29-0600 | tool=unknown
praxis | 2026-08-17T12:37:57-0600 | tool=unknown
praxis | 2026-08-17T12:38:08-0600 | tool=unknown
praxis | 2026-08-17T12:38:12-0600 | tool=unknown
praxis | 2026-08-17T12:39:09-0600 | tool=unknown
praxis | 2026-08-17T12:39:25-0600 | tool=unknown
praxis | 2026-08-17T12:39:28-0600 | tool=unknown
praxis | 2026-08-17T12:40:00-0600 | tool=unknown
praxis | 2026-08-17T12:40:15-0600 | tool=unknown
praxis | 2026-08-17T12:41:56-0600 | tool=unknown
praxis | 2026-08-17T12:42:04-0600 | tool=unknown
praxis | 2026-08-17T12:49:41-0600 | tool=unknown
praxis | 2026-08-17T12:49:43-0600 | tool=unknown
praxis | 2026-08-17T12:50:10-0600 | tool=unknown
praxis | 2026-08-17T12:50:10-0600 | tool=unknown
praxis | 2026-08-17T12:50:22-0600 | tool=unknown
praxis | 2026-08-17T12:50:30-0600 | tool=unknown
praxis | 2026-08-17T12:50:37-0600 | tool=unknown
praxis | 2026-08-17T12:51:33-0600 | tool=unknown
praxis | 2026-08-17T12:51:38-0600 | tool=unknown
praxis | 2026-08-17T12:51:43-0600 | tool=unknown
praxis | 2026-08-17T12:51:54-0600 | tool=unknown
praxis | 2026-08-17T12:52:13-0600 | tool=unknown
praxis | 2026-08-17T12:52:18-0600 | tool=unknown
praxis | 2026-08-17T12:52:18-0600 | tool=unknown
praxis | 2026-08-17T12:52:25-0600 | tool=unknown
praxis | 2026-08-17T12:52:39-0600 | tool=unknown
praxis | 2026-08-17T12:53:22-0600 | tool=unknown
praxis | 2026-08-17T12:55:25-0600 | tool=unknown
praxis | 2026-08-17T12:55:26-0600 | tool=unknown
praxis | 2026-08-17T12:55:34-0600 | tool=unknown
praxis | 2026-08-17T12:55:35-0600 | tool=unknown
praxis | 2026-08-17T12:55:37-0600 | tool=unknown
praxis | 2026-08-17T12:55:38-0600 | tool=unknown
praxis | 2026-08-17T12:55:49-0600 | tool=unknown
praxis | 2026-08-17T12:55:51-0600 | tool=unknown
praxis | 2026-08-17T12:55:54-0600 | tool=unknown
praxis | 2026-08-17T12:56:00-0600 | tool=unknown
praxis | 2026-08-17T12:56:08-0600 | tool=unknown
praxis | 2026-08-17T12:56:10-0600 | tool=unknown
praxis | 2026-08-17T12:56:11-0600 | tool=unknown
praxis | 2026-08-17T12:56:14-0600 | tool=unknown
praxis | 2026-08-17T12:56:15-0600 | tool=unknown
praxis | 2026-08-17T12:56:31-0600 | tool=unknown
praxis | 2026-08-17T12:57:45-0600 | tool=unknown
praxis | 2026-08-17T12:57:49-0600 | tool=unknown
praxis | 2026-08-17T12:58:22-0600 | tool=unknown
praxis | 2026-08-17T12:58:28-0600 | tool=unknown
praxis | 2026-08-17T12:58:33-0600 | tool=unknown
praxis | 2026-08-17T12:58:39-0600 | tool=unknown
praxis | 2026-08-17T12:58:43-0600 | tool=unknown
praxis | 2026-08-17T12:58:53-0600 | tool=unknown
praxis | 2026-08-17T12:58:55-0600 | tool=unknown
praxis | 2026-08-17T12:59:09-0600 | tool=unknown
praxis | 2026-08-17T12:59:15-0600 | tool=unknown
praxis | 2026-08-17T12:59:22-0600 | tool=unknown
praxis | 2026-08-17T12:59:40-0600 | tool=unknown
praxis | 2026-08-17T12:59:44-0600 | tool=unknown
praxis | 2026-08-17T13:00:17-0600 | tool=unknown
praxis | 2026-08-17T13:00:23-0600 | tool=unknown
praxis | 2026-08-17T13:00:37-0600 | tool=unknown
praxis | 2026-08-17T13:10:10-0600 | tool=unknown
praxis | 2026-08-17T13:10:10-0600 | tool=unknown
praxis | 2026-08-17T13:10:23-0600 | tool=unknown
praxis | 2026-08-17T13:10:24-0600 | tool=unknown
praxis | 2026-08-17T13:10:29-0600 | tool=unknown
praxis | 2026-08-17T13:10:30-0600 | tool=unknown
praxis | 2026-08-17T13:10:34-0600 | tool=unknown
praxis | 2026-08-17T13:10:39-0600 | tool=unknown
praxis | 2026-08-17T13:10:49-0600 | tool=unknown
praxis | 2026-08-17T13:12:49-0600 | tool=unknown
praxis | 2026-08-17T13:12:55-0600 | tool=unknown
praxis | 2026-08-17T13:12:59-0600 | tool=unknown
praxis | 2026-08-17T13:13:07-0600 | tool=unknown
praxis | 2026-08-17T13:13:12-0600 | tool=unknown
praxis | 2026-08-17T13:13:23-0600 | tool=unknown
praxis | 2026-08-17T13:13:44-0600 | tool=unknown
praxis | 2026-08-17T13:13:51-0600 | tool=unknown
praxis | 2026-08-17T13:13:54-0600 | tool=unknown
praxis | 2026-08-17T13:13:55-0600 | tool=unknown
praxis | 2026-08-17T13:14:05-0600 | tool=unknown
praxis | 2026-08-17T13:14:12-0600 | tool=unknown
praxis | 2026-08-17T13:14:18-0600 | tool=unknown
praxis | 2026-08-17T13:14:27-0600 | tool=unknown
praxis | 2026-08-17T13:14:47-0600 | tool=unknown
praxis | 2026-08-17T13:15:00-0600 | tool=unknown
praxis | 2026-08-17T13:15:14-0600 | tool=unknown
praxis | 2026-08-17T13:15:25-0600 | tool=unknown
praxis | 2026-08-17T13:15:40-0600 | tool=unknown
praxis | 2026-08-17T13:15:47-0600 | tool=unknown
praxis | 2026-08-17T13:16:11-0600 | tool=unknown
praxis | 2026-08-17T13:16:14-0600 | tool=unknown
praxis | 2026-08-17T13:16:21-0600 | tool=unknown
praxis | 2026-08-17T13:16:31-0600 | tool=unknown
praxis | 2026-08-17T13:16:39-0600 | tool=unknown
praxis | 2026-08-17T13:16:45-0600 | tool=unknown
praxis | 2026-08-17T13:16:59-0600 | tool=unknown
praxis | 2026-08-17T13:17:09-0600 | tool=unknown
praxis | 2026-08-17T13:17:54-0600 | tool=unknown
praxis | 2026-08-17T13:18:00-0600 | tool=unknown
praxis | 2026-08-17T13:18:06-0600 | tool=unknown
praxis | 2026-08-17T13:18:07-0600 | tool=unknown
praxis | 2026-08-17T13:18:09-0600 | tool=unknown
praxis | 2026-08-17T13:18:10-0600 | tool=unknown
praxis | 2026-08-17T13:18:16-0600 | tool=unknown
praxis | 2026-08-17T13:18:21-0600 | tool=unknown
praxis | 2026-08-17T13:18:22-0600 | tool=unknown
praxis | 2026-08-17T13:18:25-0600 | tool=unknown
praxis | 2026-08-17T13:18:35-0600 | tool=unknown
praxis | 2026-08-17T13:18:39-0600 | tool=unknown
praxis | 2026-08-17T13:18:46-0600 | tool=unknown
praxis | 2026-08-17T13:18:47-0600 | tool=unknown
praxis | 2026-08-17T13:18:49-0600 | tool=unknown
praxis | 2026-08-17T13:18:51-0600 | tool=unknown
praxis | 2026-08-17T13:21:00-0600 | tool=unknown
praxis | 2026-08-17T13:21:06-0600 | tool=unknown
praxis | 2026-08-17T13:21:45-0600 | tool=unknown
praxis | 2026-08-17T13:21:50-0600 | tool=unknown
praxis | 2026-08-17T13:21:53-0600 | tool=unknown
praxis | 2026-08-17T13:22:04-0600 | tool=unknown
praxis | 2026-08-17T13:22:08-0600 | tool=unknown
praxis | 2026-08-17T13:22:21-0600 | tool=unknown
praxis | 2026-08-17T13:22:24-0600 | tool=unknown
praxis | 2026-08-17T13:22:32-0600 | tool=unknown
praxis | 2026-08-17T13:22:34-0600 | tool=unknown
praxis | 2026-08-17T13:22:41-0600 | tool=unknown
praxis | 2026-08-17T13:22:45-0600 | tool=unknown
praxis | 2026-08-17T13:22:57-0600 | tool=unknown
praxis | 2026-08-17T13:23:19-0600 | tool=unknown
praxis | 2026-08-17T13:23:34-0600 | tool=unknown
praxis | 2026-08-17T13:23:41-0600 | tool=unknown
praxis | 2026-08-17T13:23:47-0600 | tool=unknown
praxis | 2026-08-17T13:23:52-0600 | tool=unknown
praxis | 2026-08-17T13:23:58-0600 | tool=unknown
praxis | 2026-08-17T13:24:05-0600 | tool=unknown
praxis | 2026-08-17T13:24:10-0600 | tool=unknown
praxis | 2026-08-17T13:36:21-0600 | tool=unknown
praxis | 2026-08-17T13:36:26-0600 | tool=unknown
praxis | 2026-08-17T13:36:29-0600 | tool=unknown
praxis | 2026-08-17T13:36:33-0600 | tool=unknown
praxis | 2026-08-17T13:36:38-0600 | tool=unknown
praxis | 2026-08-17T13:36:43-0600 | tool=unknown
praxis | 2026-08-17T13:36:50-0600 | tool=unknown
praxis | 2026-08-17T13:38:16-0600 | tool=unknown
praxis | 2026-08-17T13:38:27-0600 | tool=unknown
praxis | 2026-08-17T13:38:39-0600 | tool=unknown
praxis | 2026-08-20T19:04:25-0600 | tool=unknown
praxis | 2026-08-20T19:04:25-0600 | tool=unknown
praxis | 2026-08-20T19:04:28-0600 | tool=unknown
praxis | 2026-08-20T19:04:28-0600 | tool=unknown
praxis | 2026-08-20T19:04:40-0600 | tool=unknown
praxis | 2026-08-20T19:04:53-0600 | tool=unknown
praxis | 2026-08-20T19:04:53-0600 | tool=unknown
praxis | 2026-08-20T19:04:53-0600 | tool=unknown
praxis | 2026-08-20T19:04:53-0600 | tool=unknown
praxis | 2026-08-20T19:05:03-0600 | tool=unknown
praxis | 2026-08-20T19:05:03-0600 | tool=unknown
praxis | 2026-08-20T19:05:03-0600 | tool=unknown
praxis | 2026-08-20T19:05:14-0600 | tool=unknown
praxis | 2026-08-20T19:05:16-0600 | tool=unknown
praxis | 2026-08-20T19:05:24-0600 | tool=unknown
praxis | 2026-08-20T19:05:26-0600 | tool=unknown
praxis | 2026-08-20T19:05:26-0600 | tool=unknown
praxis | 2026-08-20T19:05:39-0600 | tool=unknown
praxis | 2026-08-20T19:05:55-0600 | tool=unknown
praxis | 2026-08-20T19:05:55-0600 | tool=unknown
praxis | 2026-08-20T19:06:25-0600 | tool=unknown
praxis | 2026-08-20T19:06:26-0600 | tool=unknown
praxis | 2026-08-20T19:06:26-0600 | tool=unknown
praxis | 2026-08-20T19:06:33-0600 | tool=unknown
praxis | 2026-08-20T19:06:34-0600 | tool=unknown
praxis | 2026-08-20T19:06:34-0600 | tool=unknown
praxis | 2026-08-20T19:07:01-0600 | tool=unknown
praxis | 2026-08-20T19:07:01-0600 | tool=unknown
praxis | 2026-08-20T19:08:22-0600 | tool=unknown
praxis | 2026-08-20T19:08:55-0600 | tool=unknown
praxis | 2026-08-20T19:09:05-0600 | tool=unknown
praxis | 2026-08-20T19:09:10-0600 | tool=unknown
praxis | 2026-08-20T19:09:16-0600 | tool=unknown
praxis | 2026-08-20T19:09:21-0600 | tool=unknown
praxis | 2026-08-20T19:09:29-0600 | tool=unknown
praxis | 2026-08-20T19:09:35-0600 | tool=unknown
praxis | 2026-08-20T19:09:45-0600 | tool=unknown
praxis | 2026-08-20T19:09:54-0600 | tool=unknown
praxis | 2026-08-20T19:10:03-0600 | tool=unknown
praxis | 2026-08-20T19:10:09-0600 | tool=unknown
praxis | 2026-08-20T19:10:19-0600 | tool=unknown
praxis | 2026-08-20T19:10:24-0600 | tool=unknown
praxis | 2026-08-20T19:10:34-0600 | tool=unknown
praxis | 2026-08-20T19:10:44-0600 | tool=unknown
praxis | 2026-08-20T19:10:48-0600 | tool=unknown
praxis | 2026-08-20T19:10:55-0600 | tool=unknown
praxis | 2026-08-20T19:11:03-0600 | tool=unknown
praxis | 2026-08-20T19:11:52-0600 | tool=unknown
praxis | 2026-08-20T19:12:03-0600 | tool=unknown
praxis | 2026-08-20T19:12:08-0600 | tool=unknown
praxis | 2026-08-20T19:12:13-0600 | tool=unknown
praxis | 2026-08-20T19:12:19-0600 | tool=unknown
praxis | 2026-08-20T19:12:24-0600 | tool=unknown
praxis | 2026-08-20T19:12:30-0600 | tool=unknown
praxis | 2026-08-20T19:12:38-0600 | tool=unknown
praxis | 2026-08-20T19:12:44-0600 | tool=unknown
praxis | 2026-08-20T19:12:52-0600 | tool=unknown
praxis | 2026-08-20T19:13:38-0600 | tool=unknown
praxis | 2026-08-20T19:13:50-0600 | tool=unknown
praxis | 2026-08-20T19:14:18-0600 | tool=unknown
praxis | 2026-08-20T19:14:28-0600 | tool=unknown
praxis | 2026-08-20T19:14:33-0600 | tool=unknown
praxis | 2026-08-20T19:14:33-0600 | tool=unknown
praxis | 2026-08-20T19:14:39-0600 | tool=unknown
praxis | 2026-08-20T19:15:40-0600 | tool=unknown
praxis | 2026-08-20T19:15:48-0600 | tool=unknown
praxis | 2026-08-20T19:16:00-0600 | tool=unknown
praxis | 2026-08-20T19:16:14-0600 | tool=unknown
praxis | 2026-08-20T19:16:22-0600 | tool=unknown
praxis | 2026-08-20T19:16:29-0600 | tool=unknown
praxis | 2026-08-20T19:16:33-0600 | tool=unknown
praxis | 2026-08-20T19:16:43-0600 | tool=unknown
praxis | 2026-08-20T19:16:49-0600 | tool=unknown
praxis | 2026-08-20T19:16:54-0600 | tool=unknown
praxis | 2026-08-20T19:17:00-0600 | tool=unknown
praxis | 2026-08-20T19:17:11-0600 | tool=unknown
praxis | 2026-08-20T19:17:16-0600 | tool=unknown
praxis | 2026-08-20T19:17:21-0600 | tool=unknown
praxis | 2026-08-20T19:17:29-0600 | tool=unknown
praxis | 2026-08-20T19:17:36-0600 | tool=unknown
praxis | 2026-08-20T19:17:39-0600 | tool=unknown
praxis | 2026-08-20T19:18:10-0600 | tool=unknown
praxis | 2026-08-20T19:18:31-0600 | tool=unknown
praxis | 2026-08-20T19:18:44-0600 | tool=unknown
praxis | 2026-08-20T19:18:48-0600 | tool=unknown
praxis | 2026-08-20T19:27:55-0600 | tool=unknown
praxis | 2026-08-20T19:27:55-0600 | tool=unknown
praxis | 2026-08-20T19:27:56-0600 | tool=unknown
praxis | 2026-08-20T19:30:20-0600 | tool=unknown
praxis | 2026-08-20T19:30:20-0600 | tool=unknown
praxis | 2026-08-20T19:30:21-0600 | tool=unknown
praxis | 2026-08-20T19:31:08-0600 | tool=unknown
praxis | 2026-08-20T19:31:08-0600 | tool=unknown
praxis | 2026-08-20T19:31:08-0600 | tool=unknown
praxis | 2026-08-20T19:31:15-0600 | tool=unknown
praxis | 2026-08-20T19:31:16-0600 | tool=unknown
praxis | 2026-08-20T19:33:58-0600 | tool=unknown
praxis | 2026-08-20T19:34:10-0600 | tool=unknown
praxis | 2026-08-20T19:34:17-0600 | tool=unknown
praxis | 2026-08-20T19:34:34-0600 | tool=unknown
praxis | 2026-08-20T19:34:35-0600 | tool=unknown
praxis | 2026-08-20T19:34:35-0600 | tool=unknown
praxis | 2026-08-20T19:34:41-0600 | tool=unknown
praxis | 2026-08-20T19:34:43-0600 | tool=unknown
praxis | 2026-08-20T19:34:45-0600 | tool=unknown
praxis | 2026-08-20T19:34:52-0600 | tool=unknown
praxis | 2026-08-20T19:34:56-0600 | tool=unknown
praxis | 2026-08-20T19:34:59-0600 | tool=unknown
praxis | 2026-08-20T19:35:06-0600 | tool=unknown
praxis | 2026-08-20T19:35:11-0600 | tool=unknown
praxis | 2026-08-20T19:35:18-0600 | tool=unknown
praxis | 2026-08-20T19:35:23-0600 | tool=unknown
praxis | 2026-08-20T19:35:30-0600 | tool=unknown
praxis | 2026-08-20T19:35:31-0600 | tool=unknown
praxis | 2026-08-20T19:35:36-0600 | tool=unknown
praxis | 2026-08-20T19:35:40-0600 | tool=unknown
praxis | 2026-08-20T19:35:51-0600 | tool=unknown
praxis | 2026-08-20T19:35:57-0600 | tool=unknown
praxis | 2026-08-20T19:35:59-0600 | tool=unknown
praxis | 2026-08-20T19:36:01-0600 | tool=unknown
praxis | 2026-08-20T19:36:07-0600 | tool=unknown
praxis | 2026-08-20T19:36:12-0600 | tool=unknown
praxis | 2026-08-20T19:36:15-0600 | tool=unknown
praxis | 2026-08-20T19:36:20-0600 | tool=unknown
praxis | 2026-08-20T19:36:23-0600 | tool=unknown
praxis | 2026-08-20T19:36:37-0600 | tool=unknown
praxis | 2026-08-20T19:36:57-0600 | tool=unknown
praxis | 2026-08-20T19:37:02-0600 | tool=unknown
praxis | 2026-08-20T19:37:08-0600 | tool=unknown
praxis | 2026-08-20T19:37:09-0600 | tool=unknown
praxis | 2026-08-20T19:37:11-0600 | tool=unknown
praxis | 2026-08-20T19:37:12-0600 | tool=unknown
praxis | 2026-08-20T19:37:18-0600 | tool=unknown
praxis | 2026-08-20T19:37:22-0600 | tool=unknown
praxis | 2026-08-20T19:37:28-0600 | tool=unknown
praxis | 2026-08-20T19:37:34-0600 | tool=unknown
praxis | 2026-08-20T19:37:40-0600 | tool=unknown
praxis | 2026-08-20T19:37:45-0600 | tool=unknown
praxis | 2026-08-20T19:37:47-0600 | tool=unknown
praxis | 2026-08-20T19:37:50-0600 | tool=unknown
praxis | 2026-08-20T19:38:23-0600 | tool=unknown
praxis | 2026-08-20T19:38:28-0600 | tool=unknown
praxis | 2026-08-20T19:38:33-0600 | tool=unknown
praxis | 2026-08-20T19:38:38-0600 | tool=unknown
praxis | 2026-08-20T19:38:41-0600 | tool=unknown
praxis | 2026-08-20T19:38:50-0600 | tool=unknown
praxis | 2026-08-20T19:38:56-0600 | tool=unknown
praxis | 2026-08-20T19:38:59-0600 | tool=unknown
praxis | 2026-08-20T19:39:08-0600 | tool=unknown
praxis | 2026-08-20T19:39:09-0600 | tool=unknown
praxis | 2026-08-20T19:39:14-0600 | tool=unknown
praxis | 2026-08-20T19:39:19-0600 | tool=unknown
praxis | 2026-08-20T19:39:23-0600 | tool=unknown
praxis | 2026-08-20T19:39:30-0600 | tool=unknown
praxis | 2026-08-20T19:39:44-0600 | tool=unknown
praxis | 2026-08-20T19:39:51-0600 | tool=unknown
praxis | 2026-08-20T19:39:56-0600 | tool=unknown
praxis | 2026-08-20T19:40:10-0600 | tool=unknown
praxis | 2026-08-20T19:40:20-0600 | tool=unknown
praxis | 2026-08-20T19:40:20-0600 | tool=unknown
praxis | 2026-08-20T19:40:25-0600 | tool=unknown
praxis | 2026-08-20T19:40:31-0600 | tool=unknown
praxis | 2026-08-20T19:40:42-0600 | tool=unknown
praxis | 2026-08-20T19:40:49-0600 | tool=unknown
praxis | 2026-08-20T20:03:44-0600 | tool=unknown
praxis | 2026-08-20T20:03:47-0600 | tool=unknown
praxis | 2026-08-20T20:03:47-0600 | tool=unknown
praxis | 2026-08-20T20:03:48-0600 | tool=unknown
praxis | 2026-08-20T20:03:53-0600 | tool=unknown
praxis | 2026-08-20T20:03:54-0600 | tool=unknown
praxis | 2026-08-20T20:03:55-0600 | tool=unknown
praxis | 2026-08-20T20:03:56-0600 | tool=unknown
praxis | 2026-08-20T20:04:01-0600 | tool=unknown
praxis | 2026-08-20T20:04:02-0600 | tool=unknown
praxis | 2026-08-20T20:04:02-0600 | tool=unknown
praxis | 2026-08-20T20:04:24-0600 | tool=unknown
praxis | 2026-08-20T20:04:24-0600 | tool=unknown
praxis | 2026-08-20T20:04:24-0600 | tool=unknown
praxis | 2026-08-20T20:04:28-0600 | tool=unknown
praxis | 2026-08-20T20:04:30-0600 | tool=unknown
praxis | 2026-08-20T20:04:33-0600 | tool=unknown
praxis | 2026-08-20T20:05:14-0600 | tool=unknown
praxis | 2026-08-20T20:05:14-0600 | tool=unknown
praxis | 2026-08-20T20:05:19-0600 | tool=unknown
praxis | 2026-08-20T20:05:23-0600 | tool=unknown
praxis | 2026-08-20T20:05:30-0600 | tool=unknown
praxis | 2026-08-20T20:06:41-0600 | tool=unknown
praxis | 2026-08-20T20:06:48-0600 | tool=unknown
praxis | 2026-08-20T20:06:54-0600 | tool=unknown
praxis | 2026-08-20T20:06:56-0600 | tool=unknown
praxis | 2026-08-20T20:07:09-0600 | tool=unknown
praxis | 2026-08-20T20:07:14-0600 | tool=unknown
praxis | 2026-08-20T20:07:19-0600 | tool=unknown
praxis | 2026-08-20T20:07:27-0600 | tool=unknown
praxis | 2026-08-20T20:07:35-0600 | tool=unknown
praxis | 2026-08-20T20:07:40-0600 | tool=unknown
praxis | 2026-08-20T20:07:47-0600 | tool=unknown
praxis | 2026-08-20T20:07:53-0600 | tool=unknown
praxis | 2026-08-20T20:08:03-0600 | tool=unknown
praxis | 2026-08-20T20:08:10-0600 | tool=unknown
praxis | 2026-08-20T20:08:16-0600 | tool=unknown
praxis | 2026-08-20T20:08:22-0600 | tool=unknown
praxis | 2026-08-20T20:08:27-0600 | tool=unknown
praxis | 2026-08-20T20:08:37-0600 | tool=unknown
praxis | 2026-08-20T20:08:42-0600 | tool=unknown
praxis | 2026-08-20T20:08:46-0600 | tool=unknown
praxis | 2026-08-20T20:08:52-0600 | tool=unknown
praxis | 2026-08-20T20:08:57-0600 | tool=unknown
praxis | 2026-08-20T20:09:40-0600 | tool=unknown
praxis | 2026-08-20T20:09:48-0600 | tool=unknown
praxis | 2026-08-20T20:09:58-0600 | tool=unknown
praxis | 2026-08-20T20:10:23-0600 | tool=unknown
praxis | 2026-08-20T20:10:30-0600 | tool=unknown
praxis | 2026-08-20T20:10:34-0600 | tool=unknown
praxis | 2026-08-20T20:10:41-0600 | tool=unknown
praxis | 2026-08-20T20:10:54-0600 | tool=unknown
praxis | 2026-08-20T20:11:00-0600 | tool=unknown
praxis | 2026-08-20T20:11:06-0600 | tool=unknown
praxis | 2026-08-20T20:11:14-0600 | tool=unknown
praxis | 2026-08-20T20:11:20-0600 | tool=unknown
praxis | 2026-08-20T20:11:26-0600 | tool=unknown
praxis | 2026-08-20T20:11:32-0600 | tool=unknown
praxis | 2026-08-20T20:11:39-0600 | tool=unknown
praxis | 2026-08-20T20:11:46-0600 | tool=unknown
praxis | 2026-08-20T20:12:13-0600 | tool=unknown
praxis | 2026-08-20T20:12:21-0600 | tool=unknown
praxis | 2026-08-20T20:12:26-0600 | tool=unknown
praxis | 2026-08-20T20:12:31-0600 | tool=unknown
praxis | 2026-08-20T20:12:34-0600 | tool=unknown
praxis | 2026-08-20T20:12:38-0600 | tool=unknown
praxis | 2026-08-20T20:12:46-0600 | tool=unknown
praxis | 2026-08-20T20:12:53-0600 | tool=unknown
praxis | 2026-08-20T20:13:00-0600 | tool=unknown
praxis | 2026-08-20T20:13:13-0600 | tool=unknown
praxis | 2026-08-20T20:13:19-0600 | tool=unknown
praxis | 2026-08-20T20:13:26-0600 | tool=unknown
praxis | 2026-08-20T20:13:36-0600 | tool=unknown
praxis | 2026-08-20T20:13:42-0600 | tool=unknown
praxis | 2026-08-20T20:13:48-0600 | tool=unknown
praxis | 2026-08-21T12:23:45-0600 | tool=unknown
praxis | 2026-08-21T12:23:45-0600 | tool=unknown
praxis | 2026-08-21T12:27:43-0600 | tool=unknown
praxis | 2026-08-21T12:27:43-0600 | tool=unknown
praxis | 2026-08-21T12:27:43-0600 | tool=unknown
praxis | 2026-08-21T12:27:52-0600 | tool=unknown
praxis | 2026-08-21T12:27:55-0600 | tool=unknown
praxis | 2026-08-21T12:27:55-0600 | tool=unknown
praxis | 2026-08-21T12:28:02-0600 | tool=unknown
praxis | 2026-08-21T12:28:06-0600 | tool=unknown
praxis | 2026-08-21T12:28:06-0600 | tool=unknown
praxis | 2026-08-21T12:28:16-0600 | tool=unknown
praxis | 2026-08-21T12:28:16-0600 | tool=unknown
praxis | 2026-08-21T12:28:18-0600 | tool=unknown
praxis | 2026-08-21T12:28:33-0600 | tool=unknown
praxis | 2026-08-21T12:28:36-0600 | tool=unknown
praxis | 2026-08-21T12:28:36-0600 | tool=unknown
praxis | 2026-08-21T12:28:44-0600 | tool=unknown
praxis | 2026-08-21T12:28:44-0600 | tool=unknown
praxis | 2026-08-21T12:29:14-0600 | tool=unknown
praxis | 2026-08-21T12:29:14-0600 | tool=unknown
praxis | 2026-08-21T12:31:55-0600 | tool=unknown
praxis | 2026-08-21T12:32:03-0600 | tool=unknown
praxis | 2026-08-21T12:36:59-0600 | tool=unknown
praxis | 2026-08-21T12:37:00-0600 | tool=unknown
praxis | 2026-08-21T12:37:16-0600 | tool=unknown
praxis | 2026-08-21T12:37:20-0600 | tool=unknown
praxis | 2026-08-21T12:37:20-0600 | tool=unknown
praxis | 2026-08-21T12:37:39-0600 | tool=unknown
praxis | 2026-08-21T12:37:49-0600 | tool=unknown
praxis | 2026-08-21T12:38:00-0600 | tool=unknown
praxis | 2026-08-21T12:38:01-0600 | tool=unknown
praxis | 2026-08-21T12:38:07-0600 | tool=unknown
praxis | 2026-08-21T12:41:38-0600 | tool=unknown
praxis | 2026-08-21T12:43:51-0600 | tool=unknown
praxis | 2026-08-21T12:43:52-0600 | tool=unknown
praxis | 2026-08-21T12:43:52-0600 | tool=unknown
praxis | 2026-08-21T12:43:52-0600 | tool=unknown
praxis | 2026-08-21T12:43:53-0600 | tool=unknown
praxis | 2026-08-21T12:45:42-0600 | tool=unknown
praxis | 2026-08-21T12:45:59-0600 | tool=unknown
praxis | 2026-08-21T12:46:09-0600 | tool=unknown
praxis | 2026-08-21T12:46:12-0600 | tool=unknown
praxis | 2026-08-21T12:46:13-0600 | tool=unknown
praxis | 2026-08-21T12:46:21-0600 | tool=unknown
praxis | 2026-08-21T12:46:23-0600 | tool=unknown
praxis | 2026-08-21T12:46:28-0600 | tool=unknown
praxis | 2026-08-21T12:46:39-0600 | tool=unknown
praxis | 2026-08-21T12:46:47-0600 | tool=unknown
